id	type	name	version	description
b0428	CDS	cyoE	2.5.1.141	heme O synthase
b0429	CDS	cyoD	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 4
b0430	CDS	cyoC	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 3
b0431	CDS	cyoB	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 1
b0432	CDS	cyoA	7.1.1.3	cytochrome bo3 ubiquinol oxidase subunit 2
b0433	CDS	ampG		muropeptide:H(+) symporter
b0434	CDS	yajG		putative lipoprotein YajG
b0435	CDS	bolA		DNA-binding transcriptional dual regulator BolA
b0436	CDS	tig	5.2.1.8	trigger factor
b0437	CDS	clpP	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
b0438	CDS	clpX	3.4.21.92	ATP-dependent Clp protease ATP-binding subunit ClpX
b0439	CDS	lon	3.4.21.53	Lon protease
b0440	CDS	hupB		DNA-binding protein HU-beta
b0441	CDS	ppiD		periplasmic folding chaperone
b0442	CDS	ybaV		helix-hairpin-helix 3 family protein
b0443	CDS	fadM		long-chain acyl-CoA thioesterase FadM
b0444	CDS	queC	6.3.4.20	7-cyano-7-deazaguanine synthase
b0445	CDS	ybaE		uncharacterized protein YbaE
b0446	CDS	cof	3.1.3.74	HMP-PP phosphatase
b0447	CDS	decR		DNA-binding transcriptional activator DecR
b0448	CDS	mdlA		ABC transporter family protein MdlA
b0449	CDS	mdlB		ABC transporter family protein MdlB
b0450	CDS	glnK		nitrogen regulator GlnK
b0451	CDS	amtB		ammonia/ammonium transporter
b0452	CDS	tesB	3.1.2.20	acyl-CoA thioesterase II
b0453	CDS	ybaY		PF09619 family lipoprotein YbaY
b0454	CDS	ybaZ		DNA base-flipping protein
b0456	CDS	ybaA		DUF1428 domain-containing protein YbaA
b0457	CDS	pdeB		c-di-GMP phosphodiesterase PdeB
b0458	CDS	ylaC		putative inner membrane protein
b0459	CDS	maa	2.3.1.79	maltose O-acetyltransferase
b0460	CDS	hha		hemolysin expression-modulating protein Hha
b0461	CDS	tomB		Hha toxicity modulator TomB
b0462	CDS	acrB		multidrug efflux pump RND permease AcrB
b0463	CDS	acrA		multidrug efflux pump membrane fusion lipoprotein AcrA
b0464	CDS	acrR		DNA-binding transcriptional repressor AcrR
b0465	CDS	mscK		potassium dependent, small conductance mechanosensitive channel
b0466	CDS	ybaM		DUF2496 domain-containing protein YbaM
b0467	CDS	priC		primosomal replication protein N''
b0468	CDS	ybaN		DUF454 domain-containing inner membrane protein YbaN
b0469	CDS	apt	2.4.2.7	adenine phosphoribosyltransferase
b0470	CDS	dnaX		DNA polymerase III subunit tau
b0470	CDS	dnaX		DNA polymerase III subunit gamma
b0471	CDS	ybaB		putative nucleoid-associated protein YbaB
b0472	CDS	recR		DNA repair protein RecR
b0473	CDS	htpG		chaperone protein HtpG
b0474	CDS	adk	2.7.4.3	adenylate kinase
b0475	CDS	hemH	4.99.1.1	ferrochelatase
b0476	CDS	aes	3.1.1.6	acetylesterase
b0477	CDS	gsk	2.7.1.73	inosine/guanosine kinase
b0478	CDS	ybaL		putative transporter YbaL
b0479	CDS	fsr		fosmidomycin efflux pump
b0480	CDS	ushA	3.1.3.41	5'-nucleotidase/UDP-sugar hydrolase
b0481	CDS	ybaK		Cys-tRNA(Pro) and Cys-tRNA(Cys) deacylase
b0482	CDS	ybaP		TraB family protein YbaP
b0483	CDS	ybaQ		DNA-binding transcriptional regulator YbaQ
b0484	CDS	copA	7.2.2.8	Cu(+) exporting P-type ATPase
b0484	CDS	copA		soluble Cu(+) chaperone
b0485	CDS	glsA	3.5.1.2	glutaminase 1
b0486	CDS	ybaT		putative transporter YbaT
b0487	CDS	cueR		DNA-binding transcriptional dual regulator CueR
b0488	CDS	ybbJ		NfeD-like family protein YbbJ
b0489	CDS	qmcA		PHB domain-containing protein QmcA
b0490	CDS	fetA		putative iron ABC exporter ATP-binding subunit FetA
b0491	CDS	fetB		putative iron ABC exporter membrane subunit FetB
b0492	CDS	cnoX		chaperedoxin
b0493	CDS	ybbO	1.1.1.2	NADP(+)-dependent aldehyde reductase YbbO
b0494	CDS	tesA	3.1.1.5	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
b0495	CDS	ybbA		putative ABC transporter ATP-binding protein YbbA
b0496	CDS	ybbP		putative ABC transporter membrane subunit YbbP
b0497	CDS	rhsD		protein RhsD
b0498	CDS	ybbC		PF15631 family protein YbbC
b0502	CDS	ylbG		putative DNA-binding transcriptional regulator YlbG
b0503	CDS	selU	2.9.1.3	tRNA 2-selenouridine synthase
b0504	CDS	allS		DNA-binding transcriptional activator AllS
b0505	CDS	allA	4.3.2.3	ureidoglycolate lyase
b0506	CDS	allR		DNA-binding transcriptional repressor AllR
b0507	CDS	gcl	4.1.1.47	glyoxylate carboligase
b0508	CDS	hyi	5.3.1.22	hydroxypyruvate isomerase
b0509	CDS	glxR		tartronate semialdehyde reductase 2
b0511	CDS	ybbW		putative allantoin transporter
b0512	CDS	allB	3.5.2.5	allantoinase
b0513	CDS	ybbY		putative purine transporter
b0514	CDS	glxK	2.7.1.165	glycerate 2-kinase 2
b0515	CDS	allE	3.5.3.26	(S)-ureidoglycine aminohydrolase
b0516	CDS	allC	3.5.3.9	allantoate amidohydrolase
b0517	CDS	allD	1.1.1.350	ureidoglycolate dehydrogenase
b0518	CDS	fdrA		putative acyl-CoA synthetase FdrA
b4572	CDS	ylbE		DUF1116 domain-containing protein YlbE
b0520	CDS	ylbF		DUF2877 domain-containing protein YlbF
b0521	CDS	ybcF		putative carbamate kinase
b0522	CDS	purK	6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase
b0523	CDS	purE	5.4.99.18	N(5)-carboxyaminoimidazole ribonucleotide mutase
b0524	CDS	lpxH	3.6.1.54	UDP-2,3-diacylglucosamine diphosphatase
b0525	CDS	ppiB	5.2.1.8	peptidyl-prolyl cis-trans isomerase B
b0526	CDS	cysS	6.1.1.16	cysteine--tRNA ligase
b0527	CDS	ybcI		PF04307 family inner membrane protein YbcI
b0528	CDS	ybcJ		putative RNA-binding protein YbcJ
b0529	CDS	folD	1.5.1.5	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
b0530	CDS	sfmA		putative fimbrial protein SfmA
b0531	CDS	sfmC		putative fimbrial chaperone SfmC
b0532	CDS	sfmD		putative fimbrial usher protein SfmD
b0533	CDS	sfmH		putative fimbrial adhesin protein SfmH
b0534	CDS	sfmF		putative fimbrial protein SfmF
b0535	CDS	fimZ		putative LuxR family transcriptional regulator FimZ
b0536	tRNA	argU		tRNA-Arg
b0537	CDS	intD		DLP12 prophage; putative integrase
b0542	CDS	renD		DLP12 prophage; protein RenD
b0540	CDS	insE3		DLP12 prophage; IS3 element protein InsE
b0541	CDS	insF3		DLP12 prophage; IS3 element protein InsF
b0543	CDS	emrE		DLP12 prophage; multidrug/betaine/choline efflux transporter EmrE
b4733	CDS	ylcJ		DLP12 prophage; protein YlcJ
b0544	CDS	ybcK		DLP12 prophage; putative recombinase YbcK
b0545	CDS	ybcL		DLP12 prophage; periplasmic protein YbcL
b0546	CDS	ybcM		DLP12 prophage; putative DNA-binding transcriptional regulator
b4588	CDS	ylcH		DLP12 prophage; uncharacterized protein YlcH
b0547	CDS	ybcN		DLP12 prophage; DNA base-flipping protein
b0548	CDS	ninE		DLP12 prophage; NinE family prophage protein
b0549	CDS	ybcO		DLP12 prophage; putative nuclease YbcO
b0550	CDS	rusA		DLP12 prophage; crossover junction endodeoxyribonuclease RusA
b4509	CDS	ylcG		DLP12 prophage; uncharacterized protein YlcG
b0551	CDS	quuD		DLP12 prophage; prophage antitermination protein Q homolog QuuD
b0553	CDS	nmpC		DLP12 prophage; putative outer membrane porin NmpC
b0552	CDS	insH2		DLP12 prophage; IS5 transposase and trans-activator
b0554	CDS	essD		DLP12 prophage; putative phage lysis protein
b0555	CDS	rrrD	3.2.1.17	DLP12 prophage; lysozyme
b0556	CDS	rzpD		DLP12 prophage; putative prophage endopeptidase RzpD
b4510	CDS	rzoD		DLP12 prophage; putative prophage lysis lipoprotein RzoD
b0557	CDS	borD		DLP12 prophage; prophage lipoprotein BorD
b0558	CDS	ybcV		DLP12 prophage; DUF1398 domain-containing protein YbcV
b0559	CDS	ybcW		DLP12 prophage; uncharacterized protein YbcW
b4589	CDS	ylcI		DLP12 prophage; DUF3950 domain-containing protein YlcI
b0560	CDS	nohD		DLP12 prophage; putative DNA-packaging protein NohD
b0561	CDS	tfaD		DLP12 prophage; putative tail fiber assembly protein TfaD
b0563	CDS	tfaX		DLP12 prophage; protein TfaX
b0564	CDS	appY		DLP12 prophage; DNA-binding transcriptional activator AppY
b0565	CDS	ompT	3.4.23.49	DLP12 prophage; protease 7
b0566	CDS	envY		DNA-binding transcriptional activator EnvY
b0567	CDS	ybcH		DUF4434 domain-containing protein YbcH
b0568	CDS	nfrA		bacteriophage N4 outer membrane receptor
b0569	CDS	nfrB		bacteriophage N4 adsorption protein
b0570	CDS	cusS	2.7.13.1	sensor histidine kinase CusS
b0571	CDS	cusR		DNA-binding transcriptional activator CusR
b0572	CDS	cusC		copper/silver export system outer membrane channel
b0573	CDS	cusF		copper/silver export system periplasmic binding protein
b0574	CDS	cusB		copper/silver export system membrane fusion protein
b0575	CDS	cusA		copper/silver export system RND permease
b0576	CDS	pheP		phenylalanine:H(+) symporter PheP
b0577	CDS	ybdG		miniconductance mechanosensitive channel YbdG
b0578	CDS	nfsB	1.5.1.34	NAD(P)H nitroreductase NfsB
b0579	CDS	ybdF		PF04237 family protein YbdF
b0580	CDS	ybdJ		DUF1158 domain-containing protein YbdJ
b0581	CDS	ybdK		carboxylate-amine ligase
b4415	CDS	hokE		protein HokE
b0582	CDS	insL2		IS186/IS421 transposase
b0583	CDS	entD	6.3.2.14	phosphopantetheinyl transferase EntD
b0584	CDS	fepA		ferric enterobactin outer membrane transporter
b0585	CDS	fes	3.1.1.108	ferric enterobactin esterase
b4511	CDS	ybdZ		enterobactin biosynthesis protein YbdZ
b0586	CDS	entF	6.3.2.14	apo-serine activating enzyme
b0587	CDS	fepE		polysaccharide co-polymerase family protein FepE
b0588	CDS	fepC	7.2.2.17	ferric enterobactin ABC transporter ATP binding subunit
b0589	CDS	fepG	7.2.2.17	ferric enterobactin ABC transporter membrane subunit FepG
b0590	CDS	fepD	7.2.2.17	ferric enterobactin ABC transporter membrane subunit FebD
b0591	CDS	entS		enterobactin exporter EntS
b0592	CDS	fepB	7.2.2.17	ferric enterobactin ABC transporter periplasmic binding protein
b0593	CDS	entC	5.4.4.2	isochorismate synthase EntC
b0594	CDS	entE	6.3.2.14	2,3-dihydroxybenzoate-AMP ligase
b0595	CDS	entB	3.3.2.1	enterobactin synthase component B
b0596	CDS	entA	1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
b0597	CDS	entH		proofreading thioesterase in enterobactin biosynthesis
b0598	CDS	cstA		carbon starvation protein A
b4512	CDS	ybdD		PF04328 family protein YbdD
b0599	CDS	hcxA		hydroxycarboxylate dehydrogenase A
b0600	CDS	ybdL	2.6.1.88	methionine transaminase
b0601	CDS	ybdM		ParB-like nuclease domain-containing protein YbdM
b0602	CDS	ybdN		putative PAPS reductase/DUF3440 domain-containing protein YbdN
b0603	CDS	ybdO		putative LysR family DNA-binding transcriptional regulator YbdO
b0604	CDS	dsbG	5.3.4.1	protein sulfenic acid reductase and chaperone DsbG
b0605	CDS	ahpC	1.11.1.26	alkyl hydroperoxide reductase, AhpC component
b0606	CDS	ahpF	1.11.1.26	alkyl hydroperoxide reductase, AhpF component
b0607	CDS	uspG		universal stress protein G
b0608	CDS	ybdR		putative Zn(2(+))-dependent alcohol dehydrogenase YbdR
b4734	CDS	yldA		protein YldA
b0610	CDS	rnk		nucleoside diphosphate kinase regulator
b0611	CDS	rna	4.6.1.21	RNase I
b0612	CDS	citT		citrate:succinate antiporter
b0613	CDS	citG	2.4.2.52	triphosphoribosyl-dephospho-CoA synthase
b0614	CDS	citX	2.7.7.61	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
b0615	CDS	citF	2.8.3.10	citrate lyase alpha subunit
b0616	CDS	citE	2.8.3.10	citrate lyase beta subunit
b0617	CDS	citD	2.8.3.10	citrate lyase acyl carrier protein
b0618	CDS	citC	6.2.1.22	citrate lyase synthetase
b0619	CDS	dpiB	2.7.13.3	sensor histidine kinase DpiB
b0620	CDS	dpiA		DNA-binding transcriptional dual regulator DpiA
b0621	CDS	dcuC		anaerobic C4-dicarboxylate transporter DcuC
b0622	CDS	pagP		Lipid A palmitoyltransferase
b0623	CDS	cspE		transcription antiterminator and regulator of RNA stability
b0624	CDS	crcB		F(-) channel
b0627	CDS	tatE		twin arginine protein translocation system - TatE protein
b0628	CDS	lipA	2.8.1.8	lipoyl synthase
b0629	CDS	ybeF		putative LysR-type DNA-binding transcriptional regulator YbeF
b0630	CDS	lipB	2.3.1.181	lipoyl(octanoyl) transferase
b0631	CDS	ybeD		DUF493 domain-containing protein YbeD
b0632	CDS	dacA	3.4.16.4	D-alanyl-D-alanine carboxypeptidase DacA
b0633	CDS	rlpA		rare lipoprotein RlpA
b0634	CDS	mrdB		SEDS family protein MrdB
b0635	CDS	mrdA		peptidoglycan DD-transpeptidase MrdA
b0636	CDS	rlmH	2.1.1.177	23S rRNA m(3)psi1915 methyltransferase
b0637	CDS	rsfS		ribosomal silencing factor RsfS
b0638	CDS	cobC	3.1.3.73	putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase
b0639	CDS	nadD	2.7.7.18	nicotinate-mononucleotide adenylyltransferase
b0640	CDS	holA		DNA polymerase III subunit delta
b0641	CDS	lptE	7.5.2.5	lipopolysaccharide assembly protein LptE
b0642	CDS	leuS	6.1.1.4	leucine--tRNA ligase
b0643	CDS	ybeL		DUF1451 domain-containing protein YbeL
b0644	CDS	ybeQ		Sel1 repeat-containing protein YbeQ
b0645	CDS	ybeR		DUF1266 domain-containing protein YbeR
b0646	CDS	djlB		J domain-containing protein DjlB
b0647	CDS	ybeT		Sel1 repeat-containing protein YbeT
b0648	CDS	ybeU		DUF1266 domain-containing protein YbeU
b0649	CDS	djlC		co-chaperone DjlC
b0650	CDS	hscC		chaperone protein HscC
b0651	CDS	rihA	3.2.2.3	pyrimidine-specific ribonucleoside hydrolase RihA
b0652	CDS	gltL	7.4.2.1	glutamate/aspartate ABC transporter ATP binding subunit
b0653	CDS	gltK	7.4.2.1	glutamate/aspartate ABC transporter membrane subunit GltK
b0654	CDS	gltJ	7.4.2.1	glutamate/aspartate ABC transporter membrane subunit GltJ
b0655	CDS	gltI	7.4.2.1	glutamate/aspartate ABC transporter periplasmic binding protein
b0656	CDS	insH3		IS5 transposase and trans-activator
b0657	CDS	lnt	2.3.1.269	apolipoprotein N-acyltransferase
b0658	CDS	ybeX		CorC-HlyC family protein YbeX
b0659	CDS	ybeY		endoribonuclease YbeY
b0660	CDS	ybeZ		PhoH-like protein
b0661	CDS	miaB	2.8.4.3	isopentenyl-adenosine A37 tRNA methylthiolase
b0662	CDS	ubiF	1.14.99.60	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
b0664	tRNA	glnX		tRNA-Gln
b0665	tRNA	glnV		tRNA-Gln
b0666	tRNA	metU		tRNA-Met
b0668	tRNA	glnW		tRNA-Gln
b0670	tRNA	glnU		tRNA-Gln
b0672	tRNA	leuW		tRNA-Leu
b0673	tRNA	metT		tRNA-Met
b0674	CDS	asnB	3.5.1.2	asparagine synthetase B
b0675	CDS	umpH	3.1.3.5	UMP phosphatase
b0676	CDS	nagC		DNA-binding transcriptional dual regulator NagC
b0677	CDS	nagA	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase
b0678	CDS	nagB	3.5.99.6	glucosamine-6-phosphate deaminase
b0679	CDS	nagE	2.7.1.191	N-acetylglucosamine-specific PTS enzyme IIABC component
b0680	CDS	glnS	6.1.1.18	glutamine--tRNA ligase
b0681	CDS	chiP		chitobiose outer membrane channel
b0682	CDS	chiQ		lipoprotein ChiQ
b0683	CDS	fur		DNA-binding transcriptional dual regulator Fur
b4637	CDS	uof		RyhB-regulated fur leader peptide
b0684	CDS	fldA		flavodoxin 1
b0685	CDS	ybfE		ribbon-helix-helix domain-containing protein YbfE
b0686	CDS	ybfF		esterase
b0687	CDS	seqA		negative modulator of initiation of replication
b0688	CDS	pgm	5.4.2.2	phosphoglucomutase
b0689	CDS	ybfP		lipoprotein YbfP
b0692	CDS	potE		putrescine transporter PotE
b0693	CDS	speF	4.1.1.17	inducible ornithine decarboxylase
b4803	CDS	speFL		leader peptide SpeFL
b0694	CDS	kdpE		DNA-binding transcriptional activator KdpE
b0695	CDS	kdpD	2.7.13.3	sensor histidine kinase KdpD
b0696	CDS	kdpC	7.2.2.6	K(+) transporting P-type ATPase subunit KdpC
b0697	CDS	kdpB	7.2.2.6	K(+) transporting P-type ATPase subunit KdpB
b0698	CDS	kdpA	7.2.2.6	K(+) transporting P-type ATPase subunit KdpA
b4513	CDS	kdpF	7.2.2.6	K(+) transporting P-type ATPase subunit KdpF
b0699	CDS	ybfA		DUF2517 domain-containing protein YbfA
b0700	CDS	rhsC		rhs element protein RhsC
b0702	CDS	ybfB		uncharacterized protein YbfB
b0704	CDS	ybfC		uncharacterized protein YbfC
b4514	CDS	ybfQ		inactive transposase YbfQ
b0706	CDS	ybfD		H repeat-associated putative transposase YbfD
b0707	CDS	ybgA		DUF1722 domain-containing protein YbgA
b0708	CDS	phr		deoxyribodipyrimidine photolyase
b0709	CDS	dtpD		dipeptide:H(+) symporter DtpD
b0710	CDS	ybgI		radiation resistance protein YbgI
b0711	CDS	pxpB	3.5.2.9	5-oxoprolinase component B
b0712	CDS	pxpC	3.5.2.9	5-oxoprolinase component C
b0713	CDS	pxpA	3.5.2.9	5-oxoprolinase component A
b0714	CDS	nei		endonuclease VIII
b0715	CDS	abrB		putative regulator
b0716	CDS	ybgO		putative fimbrial protein YbgO
b0717	CDS	ybgP		putative fimbrial chaperone YbgP
b0718	CDS	ybgQ		putative fimbrial usher protein YbgQ
b0719	CDS	ybgD		putative fimbrial protein YbgD
b0720	CDS	gltA	2.3.3.16	citrate synthase
b4768	CDS	ybgV		protein YbgV
b4735	CDS	ybgU		protein YbgU
b0721	CDS	sdhC	1.3.5.1	succinate:quinone oxidoreductase, membrane protein SdhC
b0722	CDS	sdhD	1.3.5.1	succinate:quinone oxidoreductase, membrane protein SdhD
b0723	CDS	sdhA	1.3.5.1	succinate:quinone oxidoreductase, FAD binding protein
b0724	CDS	sdhB	1.3.5.1	succinate:quinone oxidoreductase, iron-sulfur cluster binding protein
b0726	CDS	sucA	1.2.4.2	subunit of E1(0) component of 2-oxoglutarate dehydrogenase
b0727	CDS	sucB	2.3.1.61	dihydrolipoyltranssuccinylase
b0728	CDS	sucC	6.2.1.5	succinyl-CoA synthetase subunit beta
b0729	CDS	sucD	6.2.1.5	succinyl-CoA synthetase subunit alpha
b0730	CDS	mngR		DNA-binding transcriptional repressor MngR
b0731	CDS	mngA	2.7.1.195	2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II
b0732	CDS	mngB		alpha-mannosidase
b0733	CDS	cydA	7.1.1.7	cytochrome bd-I ubiquinol oxidase subunit I
b0734	CDS	cydB	7.1.1.7	cytochrome bd-I ubiquinol oxidase subunit II
b4515	CDS	cydX	7.1.1.7	cytochrome bd-I ubiquinol oxidase accessory subunit CydX
b0735	CDS	ybgE		PF09600 family protein YbgE
b0736	CDS	ybgC		esterase/thioesterase
b0737	CDS	tolQ		Tol-Pal system protein TolQ
b0738	CDS	tolR		Tol-Pal system protein TolR
b0739	CDS	tolA		Tol-Pal system protein TolA
b0740	CDS	tolB		Tol-Pal system periplasmic protein TolB
b0741	CDS	pal		peptidoglycan-associated outer membrane lipoprotein Pal
b0742	CDS	cpoB		cell division coordinator CpoB
b0743	tRNA	lysT		tRNA-Lys
b0744	tRNA	valT		tRNA-Val
b0745	tRNA	lysW		tRNA-Lys
b0746	tRNA	valZ		tRNA-Val
b0747	tRNA	lysY		tRNA-Lys
b0748	tRNA	lysZ		tRNA-Lys
b0749	tRNA	lysQ		tRNA-Lys
b0750	CDS	nadA	2.5.1.72	quinolinate synthase
b0751	CDS	pnuC		nicotinamide riboside transporter
b0752	CDS	zitB		Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter
b0753	CDS	ybgS		PF13985 family protein YbgS
b0754	CDS	aroG	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive
b0755	CDS	gpmA	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
b0756	CDS	galM		galactose-1-epimerase
b0757	CDS	galK	2.7.1.6	galactokinase
b0758	CDS	galT	2.7.7.12	galactose-1-phosphate uridylyltransferase
b0759	CDS	galE	5.1.3.2	UDP-glucose 4-epimerase
b0760	CDS	modF		ABC family protein ModF
b0761	CDS	modE		DNA-binding transcriptional dual regulator ModE
b0762	CDS	acrZ		multidrug efflux pump accessory protein AcrZ
b0763	CDS	modA	7.3.2.5	molybdate ABC transporter periplasmic binding protein
b0764	CDS	modB	7.3.2.5	molybdate ABC transporter membrane subunit
b0765	CDS	modC	7.3.2.5	molybdate ABC transporter ATP binding subunit
b0766	CDS	ybhA	3.1.3.11	pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase
b0767	CDS	pgl	3.1.1.31	6-phosphogluconolactonase
b0768	CDS	ybhD		putative DNA-binding transcriptional regulator YbhD
b0769	CDS	ybhH		putative isomerase YbhH
b0770	CDS	ybhI		putative tricarboxylate transporter
b0771	CDS	ybhJ		putative hydratase YbhJ
b0772	CDS	ybhC		outer membrane lipoprotein YhbC
b0773	CDS	ybhB		putative kinase inhibitor
b0774	CDS	bioA	2.6.1.62	adenosylmethionine-8-amino-7-oxononanoate aminotransferase
b0775	CDS	bioB	2.8.1.6	biotin synthase
b0776	CDS	bioF	2.3.1.47	8-amino-7-oxononanoate synthase
b0777	CDS	bioC	2.1.1.197	malonyl-acyl carrier protein methyltransferase
b0778	CDS	bioD	6.3.3.3	dethiobiotin synthetase
b0779	CDS	uvrB		excision nuclease subunit B
b0780	CDS	ybhK		putative transferase YbhK
b0781	CDS	moaA	4.1.99.22	GTP 3',8'-cyclase
b0782	CDS	moaB		protein MoaB
b0783	CDS	moaC	4.6.1.17	cyclic pyranopterin monophosphate synthase
b0784	CDS	moaD	2.8.1.12	molybdopterin synthase sulfur carrier subunit
b0785	CDS	moaE	2.8.1.12	molybdopterin synthase catalytic subunit
b0786	CDS	ybhL		Bax1-I family protein YbhL
b0787	CDS	ybhM		Bax1-I family protein YbhM
b0788	CDS	ybhN		PF03706 family inner membrane protein YbhN
b0789	CDS	clsB		cardiolipin synthase B
b0790	CDS	ybhP		endonuclease/exonuclease/phosphatase domain-containing protein YbhP
b0791	CDS	ybhQ		putative inner membrane protein
b0792	CDS	ybhR	7.6.2.2	ABC exporter membrane subunit YbhR
b0793	CDS	ybhS	7.6.2.2	ABC exporter membrane subunit YbhS
b0794	CDS	ybhF	7.6.2.2	ABC exporter ATP binding subunit YbhF
b0795	CDS	ybhG		HlyD_D23 family protein YbhG
b0796	CDS	cecR		DNA-binding transcriptional dual regulator CecR
b0797	CDS	rhlE		ATP-dependent RNA helicase RhlE
b0798	CDS	ybiA		N-glycosidase YbiA
b0799	CDS	dinG		ATP-dependent DNA helicase DinG
b0800	CDS	ybiB		nonspecific DNA-binding protein YbiB
b0801	CDS	hcxB	1.1.1.237	hydroxycarboxylate dehydrogenase B
b4769	CDS	ybiE		protein YbiE
b0802	CDS	ybiJ		DUF1471 domain-containing protein YbiJ
b0803	CDS	ybiI		zinc finger domain-containing protein YbiI
b0804	CDS	ybiX		PKHD-type hydroxylase YbiX
