CRTL1	CTRL2	CTRL3	T1	T2	T3	COUNT	TYPE	GENE	VERSION	DESCRIPTION
82	58	15	234	179	177	PaeAG1_00334	CDS			hypothetical protein
4337	2522	3441	2474	2187	4043	PaeAG1_00335	CDS			hypothetical protein
1356	780	559	991	934	1030	PaeAG1_00336	CDS			hypothetical protein
1455	738.062	407	812	742	936	PaeAG1_00337	CDS			hypothetical protein
553	295	303	223	185	330	PaeAG1_00338	CDS			hypothetical protein
460	239	452	395	280	498	PaeAG1_00339	CDS			hypothetical protein
493	366	203	433	374	500	PaeAG1_00340	CDS			hypothetical protein
77	54	35	65	49	79	PaeAG1_00341	CDS			hypothetical protein
851	498	480	639	575	768	PaeAG1_00342	CDS			hypothetical protein
117	68	49	74	68	81	PaeAG1_00343	CDS			hypothetical protein
322	178	108	150	143	186	PaeAG1_00344	CDS			hypothetical protein
351	210	131	271	216	277	PaeAG1_00345	CDS			hypothetical protein
120	79	48	46	53	107	PaeAG1_00346	CDS			hypothetical protein
228	150	79	100	88	190	PaeAG1_00347	CDS			hypothetical protein
285	200	154	205	165	289	PaeAG1_00348	CDS			hypothetical protein
1061	684	622	1175	933	1163	PaeAG1_00349	CDS			hypothetical protein
240	135	93	447	384	414	PaeAG1_00350	CDS			hypothetical protein
395	262	116	438	332	450	PaeAG1_00351	CDS			transcriptional regulator
609	340	194	454	349	741	PaeAG1_00352	CDS	cysA		sulfate.thiosulfate ABC transporter ATP-binding protein CysA
397	206	154	211	176	273	PaeAG1_00353	CDS	cysW		sulfate transporter CysW
291	149	64	119	112	190	PaeAG1_00354	CDS	cysT		sulfate transporter CysT
1531	767	272	396	332	576	PaeAG1_00355	CDS	sbp		sulfate-binding protein
977	462	300	553	429	678	PaeAG1_00356	CDS			hypothetical protein
2456	1269	1029	847	784	1271	PaeAG1_00357	CDS			hypothetical protein
19771	12238	8013	3923	4362	4627	PaeAG1_00358	CDS	desA		delta-9 fatty acid desaturase DesA
446	232	142	124	115	176	PaeAG1_00359	CDS	gpuP		3-guanidinopropionate transporter
199	130	60	59	66	74	PaeAG1_00360	CDS	gpuA		guanidinopropionase
1099	639	350	570	536	682	PaeAG1_00361	CDS	gpuR		transcriptional activator GpuR
2083	1222	819	1702	1709	1614	PaeAG1_00362	CDS			hypothetical protein
21611	11542	6274	3874	3000	4552	PaeAG1_00363	CDS	oprE		anaerobically-induced outer membrane porin OprE
3295	1965	894	917	912	1175	PaeAG1_00364	CDS	aguA	3.5.3.12	agmatine deiminase
442	236	132	176	177	226	PaeAG1_00365	CDS	aguB_1		N-carbamoylputrescine amidohydrolase
768	432	361	346	371	424	PaeAG1_00366	CDS	aguR		transcriptional regulator AguR
2105	1223	664	582	525	612	PaeAG1_00367	CDS			polyamine binding protein
19094	10804	7986.77	10084	9928.2	9809.87	PaeAG1_00368	CDS	spuI_1		glutamine synthetase
13301	7593	7916	6678	6944	7154	PaeAG1_00369	CDS	spuA		glutamine amidotransferase
26077	13101	6394	7921	8013	8123	PaeAG1_00370	CDS	spuB_1		glutamine synthetase
47110	24495	8151	14634	13701	12372	PaeAG1_00371	CDS	spuC_1		aminotransferase
24016	12278	6681	11062	9981	12193	PaeAG1_00372	CDS	spuD		putrescine ABC transporter substrate-binding protein SpuD
6046	3148	1604	1959	1882	2245	PaeAG1_00373	CDS	spuE		spermidine ABC transporter substrate-binding protein SpuE
4032	2077	983	1523	1468	1879	PaeAG1_00374	CDS	spuF		polyamine transporter PotG
2077	1074	917	1273	1067	1386	PaeAG1_00375	CDS	spuG		polyamine transporter PotH
2146	1218	976	2219	1732	1907	PaeAG1_00376	CDS	spuH		polyamine transporter PotI
2077	1098	570	668	625	832	PaeAG1_00377	CDS	quiP_1		acyl-homoserine lactone acylase QuiP
2006	1067	546	407	374	446	PaeAG1_00378	CDS			transcriptional regulator
12859	5669	6606	5201	4253	4575	PaeAG1_00379	CDS			transcriptional regulator
2760	1643	1445	453	473	726	PaeAG1_00380	CDS			hypothetical protein
1080	716	534	376	402	655	PaeAG1_00381	CDS			hypothetical protein
1871	1154	709	652	683	1047	PaeAG1_00382	CDS			hypothetical protein
2147	1071	1207	1009	939	1189	PaeAG1_00383	CDS			hypothetical protein
302	155	95	59	53	69	PaeAG1_00384	CDS			hypothetical protein
84	44	37	98	70	99	PaeAG1_00385	CDS			hypothetical protein
1668	1032	674	1106	1222	1457	PaeAG1_00386	CDS			hypothetical protein
1474	989	474	788	694	841	PaeAG1_00387	CDS			L-cysteine ABC transporter protein YecS
2755	1620	854	1008	1056	1404	PaeAG1_00388	CDS			L-cysteine ABC transporter protein FliY
2847	1439	1511	3424	3061	5869	PaeAG1_00389	CDS			hypothetical protein
14401	7948	5169	3421	3028	5027	PaeAG1_00390	CDS	serA		D-3-phosphoglycerate dehydrogenase
9224	5365	4766	2513	2329	3768	PaeAG1_00391	CDS	glcD_1		glycolate oxidase subunit GlcD
4919	2630	1611	3948	2794	3590	PaeAG1_00392	CDS	ycgM		putative protein YcgM
2321	1350	1095	865	799	1326	PaeAG1_00393	CDS	yjiK_1		putative protein YjiK
1460	706	691	947	818	1109	PaeAG1_00394	CDS	ygiW		Protein YgiW
385	208	91	265	238	332	PaeAG1_00395	CDS			acetylpolyamine aminohydrolase
567	314	203	358	298	414	PaeAG1_00396	CDS			transporter
333	196	140	197	192	224	PaeAG1_00397	CDS			ABC transporter
240	145	87	126	111	109	PaeAG1_00398	CDS			ABC transporter permease
549	317	282	393	390	397	PaeAG1_00399	CDS			ABC transporter permease
181	117	90	116	112	105	PaeAG1_00400	CDS			ABC transporter ATP-binding protein
1001	653	318	559	522	624	PaeAG1_00401	CDS	yjiK_2		putative protein YjiK
2112	1248	458	988	760	1333	PaeAG1_00402	CDS			hypothetical protein
1649	1087	673	1307	1264	1311	PaeAG1_00403	CDS			transferase
20350	7293	11348	21108	16737	21161	PaeAG1_00404	CDS			hypothetical protein
5019	2828	1714	947	1053	1582	PaeAG1_00405	CDS	rpiA	5.3.1.6	ribose-5-phosphate isomerase A
4235	2542	1164	1032	1040	1571	PaeAG1_00406	CDS	ilvA1	4.3.1.19	threonine dehydratase
3445	1817	1491	1866	2101	3036	PaeAG1_00407	CDS			hypothetical protein
2539	1424	771	1407	1127	2031	PaeAG1_00408	CDS			hypothetical protein
571	315	246	351	265	369	PaeAG1_00409	CDS			hypothetical protein
1360	876	553	639	616	686	PaeAG1_00410	CDS			major facilitator superfamily transporter
2082	1320	725	540	491	668	PaeAG1_00411	CDS		3.1.3.-	putative phosphatase
10876	5620	5257	4479	4654	6206	PaeAG1_00412	CDS	ygdP	3.6.1.-	RNA pyrophosphohydrolase
26111	15046	9536	10864	9844	11981	PaeAG1_00413	CDS	ptsP		phosphoenolpyruvate-protein phosphotransferase PtsP
2358	1617	1223	1556	1441	1912	PaeAG1_00414	CDS			hypothetical protein
869	529	313	561	438	504	PaeAG1_00415	CDS			hypothetical protein
588	342	252	258	247	360	PaeAG1_00416	CDS			hypothetical protein
2015	1311	758	900	754	1261	PaeAG1_00417	CDS	lgt	2.4.99.-	prolipoprotein diacylglyceryl transferase
5393	2825	2384	1571	1541	2228	PaeAG1_00418	CDS	thyA	2.1.1.45	thymidylate synthase
2445	1476	1063	1228	1039	1256	PaeAG1_00419	CDS			hypothetical protein
1443	830	429	1188	928	1354	PaeAG1_00420	CDS			hypothetical protein
1691	1079	481	1273	1249	1701	PaeAG1_00421	CDS			putative membrane protein
460	307	258	416	342	316	PaeAG1_00422	CDS			hypothetical protein
571	377	141	299	278	308	PaeAG1_00423	CDS	glpQ		glycerophosphoryl diester phosphodiesterase
345	192	123	353	311	261	PaeAG1_00424	CDS			hypothetical protein
318	160	135	200	197	240	PaeAG1_00425	CDS			hypothetical protein
708	452	248	358	305	574	PaeAG1_00426	CDS	folA		dihydrofolate reductase
1162	631	432	479	479	536	PaeAG1_00427	CDS			hypothetical protein
1425	899	391	458	335	627	PaeAG1_00428	CDS			transporter
12364	6392	3048	2826	2682	3204	PaeAG1_00429	CDS	ilvD	4.2.1.9	dihydroxy-acid dehydratase
3198	1878	851	808	750	1074	PaeAG1_00430	CDS	rlmI	2.1.1.191	Ribosomal RNA large subunit methyltransferase I
6955	2395	2686	13561	9262	13442	PaeAG1_00431	CDS	pfpI_1		protease PfpI
2042	1205	1106	581	702	936	PaeAG1_00432	CDS			hypothetical protein
3775	2362	1481	1009	1247	2063	PaeAG1_00433	CDS	mutM	3.2.2.23	formamidopyrimidine-DNA glycosylase
1155	599	516	365	360	546	PaeAG1_00434	CDS			hypothetical protein
7932	2738	3347	3152	3085	4089	PaeAG1_00435	CDS			hypothetical protein
2627	1541	1196	1080	1091	1335	PaeAG1_00436	CDS			hypothetical protein
3362	1932	1176	1404	1298	1724	PaeAG1_00437	CDS			gamma-glutamyltranspeptidase
5148	2176	3075	2264	2078	3092	PaeAG1_00438	CDS	fdx1		4Fe-4S ferredoxin
1995	1337	1235	767	715	1624	PaeAG1_00439	CDS	coaD	2.7.7.3	phosphopantetheine adenylyltransferase
789	452	274	655	514	1133	PaeAG1_00440	CDS			oxidoreductase
491	229	190	235	175	441	PaeAG1_00441	CDS			hypothetical protein
2618	1463	822	760	675	1679	PaeAG1_00442	CDS			coniferyl aldehyde dehydrogenase
2191	1156	961	646	627	1176	PaeAG1_00443	CDS			transcriptional regulator
1028	582	381	706	485	699	PaeAG1_00444	CDS			acetyltransferase
1184	685	433	638	632	611	PaeAG1_00445	CDS			hypothetical protein
546	335	128	275	255	262	PaeAG1_00446	CDS			hypothetical protein
985	588	240	389	268	364	PaeAG1_00447	CDS	rsmD	2.1.1.171	Ribosomal RNA small subunit methyltransferase D
3406	1756	761	878	631	1130	PaeAG1_00448	CDS			hypothetical protein
3017	1689	710	502	464	779	PaeAG1_00449	CDS			zinc protease
8141	5006	2553	1558	1637	2469	PaeAG1_00450	CDS	ftsY		signal recognition particle receptor FtsY
5543	3019	2087	1304	1074	1863	PaeAG1_00451	CDS	ftsE		cell division protein FtsE
6284	4140	2853	3656	2872	3723	PaeAG1_00452	CDS	ftsX		cell division protein FtsX
26167	17184	15695	27815	21733	33406	PaeAG1_00453	CDS	rpoH		RNA polymerase sigma factor RpoH
1065	724	411	367	394	493	PaeAG1_00454	CDS			hypothetical protein
831	545	404	287	269	408	PaeAG1_00455	CDS			monofunctional biosynthetic peptidoglycan transglycosylase
951	489	386	397	348	675	PaeAG1_00456	CDS			hypothetical protein
1192	622	353	185	203	497	PaeAG1_00457	CDS			sulfur carrier protein ThiS
4448	2602	1234	701	656	1286	PaeAG1_00458	CDS	thiG		thiazole synthase
3744	2241	947	754	617	1272	PaeAG1_00459	CDS	micA	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
1478	892	377	562	562	661	PaeAG1_00460	CDS			hypothetical protein
455	256	185	157	223	203	PaeAG1_00461	CDS			hypothetical protein
492	275	240	162	155	294	PaeAG1_00462	CDS			hypothetical protein
637	350	213	175	149	236	PaeAG1_00463	CDS			coproporphyrinogen III oxidase
6566	3383	2408	3236	3038	3527	PaeAG1_00464	CDS			non-canonical purine NTP pyrophosphatase
5533	2487	1670	3451	2709	3186	PaeAG1_00465	CDS			hypothetical protein
2626	1317	770	722	730	1215	PaeAG1_00466	CDS	metXA		Bifunctional methionine biosynthesis protein MetXA/MetW
3282	1914	1118	640	643	1426	PaeAG1_00467	CDS	metX	2.3.1.31	homoserine O-acetyltransferase
4624	2673	1886	1270	1083	1514	PaeAG1_00468	CDS			hypothetical protein
467	260	165	285	212	376	PaeAG1_00469	CDS			hypothetical protein
2851	1565	1155	2295	1917	2422	PaeAG1_00470	CDS			hypothetical protein
3356	2058	867	2322	2190	2518	PaeAG1_00471	CDS	proC	1.5.1.2	pyrroline-5-carboxylate reductase
2272	1410	822	1402	1245	1417	PaeAG1_00472	CDS	yggS		Pyridoxal phosphate homeostasis protein
8376	4195	3581	3260	3117	3803	PaeAG1_00473	CDS	pilT_1		twitching motility protein PilT
11841	6806	4298	5399	4828	5613	PaeAG1_00474	CDS	pilU		twitching motility protein PilU
2095	1075	905	1155	1179	1141	PaeAG1_00475	CDS			cation efflux system protein
1802	713	1470	1111	1267	1249	PaeAG1_00476	CDS			hypothetical protein
1944	1080	442	833	783	1014	PaeAG1_00477	CDS			cystathionine beta-synthase
2664	1503	503	769	745	1096	PaeAG1_00478	CDS			cystathionine gamma-lyase
6888	3842	1643	1328	1455	1393	PaeAG1_00479	CDS		3.5.2.3	dihydroorotase
7121	3806	2040	1380	1301	1568	PaeAG1_00480	CDS	pyrB	2.1.3.2	aspartate carbamoyltransferase
2649	1320	921	773	745	905	PaeAG1_00481	CDS	pyrR	2.4.2.9	bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase
1317	808	375	459	510	466	PaeAG1_00482	CDS			Holliday junction resolvase
3361	2099	1270	846	900	991	PaeAG1_00483	CDS			hypothetical protein
1980	943	950	635	705	1013	PaeAG1_00484	CDS	tonB3		transporter TonB
12797	6782	6535	5410	5142	6741	PaeAG1_00485	CDS	gshB	6.3.2.3	glutathione synthetase
22596	10794	9854	12579	8443	13058	PaeAG1_00486	CDS	pilG		pilus biosynthesis/twitching motility protein PilG
5786	2883	2671	2713	2610	3073	PaeAG1_00487	CDS	pilH		twitching motility protein PilH
3329	1977	1421	1323	1410	1231	PaeAG1_00488	CDS	pilI		twitching motility protein PilI
21139	11760	7424	6417	6458	6257	PaeAG1_00489	CDS	pilJ		twitching motility protein PilJ
2812	1618	944	1450	1267	1141	PaeAG1_00490	CDS	pilK		methyltransferase PilK
45181	25429	12125	18987	16987	13304	PaeAG1_00491	CDS	chpA_1		chemotactic signal transduction system protein
4512	2590	1293	1695	1651	1174	PaeAG1_00492	CDS	chpB		methylesterase
2285	1342	727	747	752	626	PaeAG1_00493	CDS	chpC		chemotaxis protein
1341	794	498	518	418	413	PaeAG1_00494	CDS	chpD		transcriptional regulator
277	171	140	130	138	163	PaeAG1_00495	CDS	chpE		chemotactic transduction protein ChpE
1126	681	394	364	331	513	PaeAG1_00496	CDS			hypothetical protein
998	586	337	404	313	660	PaeAG1_00497	CDS			16S ribosomal RNA methyltransferase RsmE
3394	1900	1133	861	855	1473	PaeAG1_00498	CDS	bioA	2.6.1.62	adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA
4413	2696	1489	1793	1747	3295	PaeAG1_00499	CDS		1.4.5.-	L-amino acid dehydrogenase
2430	1377	1128	621	673	976	PaeAG1_00500	CDS			cytochrome b561
12324	6447	6114	9191	7480	9363	PaeAG1_00501	CDS	yceI		Protein YceI
1862	921	1008	1221	1186	1525	PaeAG1_00502	CDS	mexR		multidrug resistance operon repressor MexR
12037	6446	3987	5671	4369	7546	PaeAG1_00503	CDS	mexA		multidrug resistance protein MexA
28156	15331	7210	13800	11304	13514	PaeAG1_00504	CDS	mexB		multidrug resistance protein MexB
19841	10555	5271	12418	10379	11166	PaeAG1_00505	CDS	oprM_1		outer membrane protein OprM
20451.5	10231	4437	2646	2661	3511	PaeAG1_00506	CDS			ATP-dependent RNA helicase
12076	5444	7358	3356	3891	4733	PaeAG1_00507	CDS			hypothetical protein
3729	1872	928	1238	1092	1241	PaeAG1_00508	CDS	metF		5,10-methylenetetrahydrofolate reductase
3266	1584	673	587	488	679	PaeAG1_00509	CDS			hypothetical protein
19174	10109	4277	4058	3489	4912	PaeAG1_00510	CDS	sahH	3.3.1.1	adenosylhomocysteinase
99	65	39	46	33	73	PaeAG1_00511	CDS			hypothetical protein
470	290	198	402	389	499	PaeAG1_00512	CDS			TonB-dependent receptor
324	183	114	145	142	207	PaeAG1_00513	CDS			hypothetical protein
4885	2394	2861	1744	1715	2022	PaeAG1_00514	CDS			transcriptional regulator
1522	890	403	422	444	507	PaeAG1_00515	CDS	codA	3.5.4.1	cytosine deaminase
740	380	189	148	165	284	PaeAG1_00516	CDS	codB		cytosine permease
181	101	66	81	104	107	PaeAG1_00517	CDS		1.3.1.1	dihydropyrimidine dehydrogenase
285	175	74	173	147	174	PaeAG1_00518	CDS			oxidoreductase
698	353	257	339	421	452	PaeAG1_00519	CDS	dht		D-hydantoinase/dihydropyrimidinase
286	150	130	151	149	179	PaeAG1_00520	CDS			transporter
648	323	263	681	784	815	PaeAG1_00521	CDS			allantoate amidohydrolase
1263	618	389	5217	6614	6856	PaeAG1_00522	CDS	yfdE_1	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
3464	1993	1200	21831	28303	30899	PaeAG1_00523	CDS	gcdH		glutaryl-CoA dehydrogenase
1056	662	429	630	639	1062	PaeAG1_00524	CDS			transcriptional regulator
9125	3593	4541	5213	4498	4456	PaeAG1_00525	CDS			acyl-CoA thioesterase
804	496	249	465	471	500	PaeAG1_00526	CDS			phosphate transporter
5247	3207	1164	3765	3958	3853	PaeAG1_00527	CDS			hypothetical protein
945	483	246	489	521	479	PaeAG1_00528	CDS			hypothetical protein
1369	743	506	557	641	633	PaeAG1_00529	CDS			amino acid ABC transporter substrate-binding protein
2595	1457	1233	1536	1468	1505	PaeAG1_00530	CDS	yccS		Inner membrane protein YccS
2195	1216	660	826	1106	987	PaeAG1_00531	CDS	dbpA		ATP-dependent RNA helicase DbpA
170192	69316	178533	48890	52975	53347	PaeAG1_00532	CDS			cold-shock protein
1226	660	484	297	322	273	PaeAG1_00533	CDS			hypothetical protein
443	310	215	344	301	267	PaeAG1_00534	CDS			hypothetical protein
1926	1206	764	803	821	985	PaeAG1_00535	CDS			major facilitator superfamily transporter
72674	35823	13698	18769	18115	18248.3	PaeAG1_00536	CDS			chaperone protein ClpB
12283	6838	2555	6149	5568	5000	PaeAG1_00537	CDS			hypothetical protein
4231	2495	1663	1913	1688	2375	PaeAG1_00538	CDS			acyltransferase
3336	1517	1585	2186	2316	3294	PaeAG1_00539	CDS			hypothetical protein
1106	575	367	409	409	728	PaeAG1_00540	CDS	creB		DNA-binding response regulator CreB
1323	714	471	460	529	756	PaeAG1_00541	CDS	creC		sensory histidine kinase CreC
739	462	350	549	483	500	PaeAG1_00542	CDS	creD		Inner membrane protein CreD
96	67	43	40	27	46	PaeAG1_00543	CDS			hypothetical protein
33.1432	27	9	16	20	23	PaeAG1_00544	CDS			hypothetical protein
1315.86	643	252	371	379	400	PaeAG1_00545	CDS			glutathione S-transferase
3155	1672	963	1649	1517	1787	PaeAG1_00546	CDS	vgb	4.2.99.-	Virginiamycin B lyase
3093	1898	913	1367	1423	1442	PaeAG1_00547	CDS			hypothetical protein
1075	623	395	753	668	716	PaeAG1_00548	CDS	fiuA_1		ferrichrome receptor FiuA
194	90	68	107	85	142	PaeAG1_00549	CDS			transmembrane sensor
89	71	36	140	130	223	PaeAG1_00550	CDS			RNA polymerase sigma factor
926	551	325	1137	945	1105	PaeAG1_00551	CDS			glutathione S-transferase
53	42	15	58	53	56	PaeAG1_00552	CDS			esterase
375	264	152	201	197	245	PaeAG1_00553	CDS			transcriptional regulator
1256	621	455	558	519	740	PaeAG1_00554	CDS			permease
536	284	173	260	279	288	PaeAG1_00555	CDS			transcriptional regulator
369	218	152	184	212	261	PaeAG1_00556	CDS			N-acetyltransferase
396	254	158	291	323	374	PaeAG1_00557	CDS			transcriptional regulator
153	67	71	82	76	78	PaeAG1_00558	CDS			3-oxoadipate enol-lactonase
306.15	180	144	244.29	206.22	302.225	PaeAG1_00559	CDS			hypothetical protein
19236.8	10154	4310	7129.71	8139.78	11813.8	PaeAG1_00560	CDS	glcB	2.3.3.9	malate synthase G
1415	741	528	982	1596	1240	PaeAG1_00561	CDS			acetyltransferase
2015	1187	757	1101	1390	1211	PaeAG1_00562	CDS			hypothetical protein
1235	719	540	566	481	558	PaeAG1_00563	CDS			chloramphenicol-sensitive protein RarD
1569	901	522	644	617	768	PaeAG1_00564	CDS			serine/threonine protein kinase
1446	882	541	689	697	763	PaeAG1_00565	CDS			molybdenum transport regulator
349	199	175	243	287	296	PaeAG1_00566	CDS			hypothetical protein
283	189	84	182	199	226	PaeAG1_00567	CDS			phosphoribosyl transferase
460	239	259	485	464	521	PaeAG1_00568	CDS			hypothetical protein
443	241	177	290	232	293	PaeAG1_00569	CDS			transcriptional regulator
598	360	203	168	132	162	PaeAG1_00570	CDS			hypothetical protein
180	107	106	76	64	119	PaeAG1_00571	CDS			acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
435	254	159	172	164	218	PaeAG1_00572	CDS			acetyl-CoA carboxylase biotin carboxylase subunit
673	371	224	435	385	415	PaeAG1_00573	CDS	kipI_1		Kinase A inhibitor
318	173	115	301	237	208	PaeAG1_00574	CDS	kipA		KipI antagonist
642	325	437	360	276	410	PaeAG1_00575	CDS			hypothetical protein
1584	796	1027	1312	1096	1248	PaeAG1_00576	CDS			hypothetical protein
398	241	241	320	309	314	PaeAG1_00577	CDS			pili assembly chaperone
2549	1502	872	909	895	993	PaeAG1_00578	CDS	bioB		biotin synthase
1193	715	257	507	473	551	PaeAG1_00579	CDS	bioF	2.3.1.47	8-amino-7-oxononanoate synthase
1081	670	334	523	472	463	PaeAG1_00580	CDS			biotin biosynthesis protein BioH
756	460	147	235	220	266	PaeAG1_00581	CDS			biotin synthesis protein BioC
630	405	161	280	308	322	PaeAG1_00582	CDS	bioD	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD
6285	2710	4425	5365	5717	4351	PaeAG1_00583	CDS			hypothetical protein
11955.7	6232	3781	5794	5207	5722.93	PaeAG1_00584	CDS			acyl-CoA dehydrogenase
1163.44	727	323	375	371	411.067	PaeAG1_00585	CDS			acyl-CoA dehydrogenase
1484.08	860.362	435	590.341	469	757	PaeAG1_00586	CDS			acyl-CoA dehydrogenase
4078	1908	1097	1094	1038	1075	PaeAG1_00587	CDS	nirN		cytochrome C
1860	846	443	500	459	454	PaeAG1_00588	CDS			uroporphyrin-III C-methyltransferase
1485	823	343	582	484	494	PaeAG1_00589	CDS	nirJ		heme d1 biosynthesis protein NirJ
531	264	164	242	229	222	PaeAG1_00590	CDS			heme d1 biosynthesis protein NirH
276	156	102	119	95	99	PaeAG1_00591	CDS			heme d1 biosynthesis protein NirG
315	160	62	80	65	76	PaeAG1_00592	CDS	nirL		heme d1 biosynthesis protein NirL
537	248	181	179	163	184	PaeAG1_00593	CDS			heme d1 biosynthesis protein NirD
1542	731	347	444	391	431	PaeAG1_00594	CDS	nirF		heme d1 biosynthesis protein NirF
297	151	78	59	62	57	PaeAG1_00595	CDS	nirC		cytochrome c55X
1173	584	337	227	221	252	PaeAG1_00596	CDS	nirM		cytochrome C-551
11158	5640	2947	1591	1130	1984	PaeAG1_00597	CDS	nirS		nitrite reductase
