ID	TYPE	NAME	???	DESCRIPTION
PA0628	CDS			hypothetical protein
PA0629	CDS			hypothetical protein
PA0630	CDS			hypothetical protein
PA0631	CDS			hypothetical protein
PA0633	CDS			hypothetical protein
PA0634	CDS			hypothetical protein
PA0635	CDS			hypothetical protein
PA0636	CDS			hypothetical protein
PA0637	CDS			hypothetical protein
PA0638	CDS			bacteriophage protein
PA0639	CDS			hypothetical protein
PA0640	CDS			bacteriophage protein
PA0641	CDS			bacteriophage protein
PA0643	CDS			hypothetical protein
PA0644	CDS			hypothetical protein
PA0645	CDS			hypothetical protein
PA0646	CDS			hypothetical protein
PA0647	CDS			hypothetical protein
PA0648	CDS			hypothetical protein
PA0649	CDS	trpG	4.1.3.27	anthranilate synthase component II
PA0650	CDS	trpD	2.4.2.18	anthranilate phosphoribosyltransferase
PA0651	CDS	trpC	4.1.1.48	indole-3-glycerol phosphate synthase
PA0652	CDS	vfr		cAMP-regulatory protein
PA0653	CDS			hypothetical protein
PA0654	CDS	speD	4.1.1.50	S-adenosylmethionine decarboxylase
PA0655	CDS			2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
PA0656	CDS			HIT family protein
PA0657	CDS			ATPase
PA0658	CDS			short-chain dehydrogenase
PA0659	CDS			hypothetical protein
PA0660	CDS			hypothetical protein
PA0661	CDS			hypothetical protein
PA0662	CDS	argC	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase
PA0663	CDS			hypothetical protein
PA0664	CDS			hypothetical protein
PA0665	CDS			iron-sulfur cluster insertion protein ErpA
PA0666	CDS			anhydro-N-acetylmuramic acid kinase
PA0667	CDS			hypothetical protein
PA0668	CDS	tyrZ	6.1.1.1	tyrosine--tRNA ligase
PA0668.1	rRNA			16S ribosomal RNA
PA0668.2	tRNA			tRNA-Ile
PA0668.3	tRNA			tRNA-Ala
PA0668.4	rRNA			23S ribosomal RNA
PA0668.5	rRNA			5S ribosomal RNA
PA0669	CDS		2.7.7.7	error-prone DNA polymerase
PA0670	CDS			hypothetical protein
PA0671	CDS			hypothetical protein
PA0672	CDS	hemO		heme oxygenase
PA0673	CDS			hypothetical protein
PA0674	CDS	vreA		hypothetical protein
PA0675	CDS	vreI		ECF sigma factor VreI
PA0676	CDS	vreR		sigma factor regulator VreR
PA0677	CDS			HxcW pseudopilin
PA0678	CDS			HxcU pseudopilin
PA0679	CDS			hypothetical protein
PA0680	CDS			HxcV pseudopilin
PA0681	CDS			HxcT pseudopilin
PA0682	CDS			HxcX atypical pseudopilin
PA0683	CDS			type II secretion system protein
PA0684	CDS			type II secretion system protein
PA0685	CDS			type II secretion system protein
PA0686	CDS			type II secretion system protein HxcR
PA0687	CDS			type II secretion system protein
PA0688	CDS			alkaline phosphatase L
PA0689	CDS			hypothetical protein
PA0690	CDS			hypothetical protein
PA0691	CDS			hypothetical protein
PA0692	CDS			hypothetical protein
PA0693	CDS	exbB2		transporter ExbB
PA0694	CDS	exbD2		transporter ExbD
PA0695	CDS			hypothetical protein
PA0696	CDS			hypothetical protein
PA0697	CDS			hypothetical protein
PA0698	CDS			hypothetical protein
PA0699	CDS			PpiC-type peptidyl-prolyl cis-trans isomerase
PA0700	CDS			hypothetical protein
PA0701	CDS			transcriptional regulator
PA0701a	CDS			AraC family transcriptional regulator
PA0702	CDS			hypothetical protein
PA0703	CDS			major facilitator superfamily transporter
PA0704	CDS		3.5.1.4	amidase
PA0705	CDS	migA		alpha-1,6-rhamnosyltransferase MigA
PA0706	CDS	cat		chloramphenicol acetyltransferase
PA0707	CDS	toxR		transcriptional regulator ToxR
PA0708	CDS			transcriptional regulator
PA0709	CDS			hypothetical protein
PA0710	CDS	gloA2		lactoylglutathione lyase
PA0711	CDS			hypothetical protein
PA0712	CDS			hypothetical protein
PA0713	CDS			hypothetical protein
PA0714	CDS			hypothetical protein
PA0715	CDS			hypothetical protein
PA0716	CDS			hypothetical protein
PA0718	CDS			hypothetical protein
PA0719	CDS			hypothetical protein
PA0720	CDS			helix destabilizing protein of bacteriophage Pf1
PA0721	CDS			hypothetical protein
PA0722	CDS			hypothetical protein
PA0723	CDS	coaB		phage coat protein B
PA0724	CDS			phage coat protein A
PA0725	CDS			hypothetical protein
PA0726	CDS			hypothetical protein
PA0727	CDS			hypothetical protein
PA0728	CDS			bacteriophage integrase
PA0729	CDS			hypothetical protein
PA0729.1	tRNA			tRNA-Gly
PA0730	CDS			(R)-3-hydroxydecanoyl-ACP:CoA transacylase
PA0731	CDS			hypothetical protein
PA0732	CDS			hypothetical protein
PA0733	CDS			16S rRNA pseudouridine(516) synthase
PA0734	CDS			hypothetical protein
PA0735	CDS			hypothetical protein
PA0736	CDS			hypothetical protein
PA0736a	CDS			hypothetical protein
PA0737	CDS			hypothetical protein
PA0738	CDS			hypothetical protein
PA0739	CDS			transcriptional regulator
PA0740	CDS	sdsA1		SDS hydrolase SdsA1
PA0741	CDS			hypothetical protein
PA0742	CDS			hypothetical protein
PA0743	CDS			NAD-dependent L-serine dehydrogenase
PA0744	CDS			enoyl-CoA hydratase
PA0745	CDS		4.2.1.17	enoyl-CoA hydratase
PA0746	CDS			acyl-CoA dehydrogenase
PA0747	CDS			aldehyde dehydrogenase
PA0749	CDS			hypothetical protein
PA0750	CDS	ung	3.2.2.-	uracil-DNA glycosylase
PA0751	CDS			hypothetical protein
PA0752	CDS			hypothetical protein
PA0753	CDS			hypothetical protein
PA0754	CDS			hypothetical protein
PA0755	CDS	opdH		cis-aconitate porin OpdH
PA0756	CDS			two-component response regulator
PA0757	CDS			two-component sensor
PA0758	CDS			hypothetical protein
PA0759	CDS			hypothetical protein
PA0760	CDS			hypothetical protein
PA0761	CDS	nadB	1.4.3.16	L-aspartate oxidase
PA0762	CDS	algU		RNA polymerase sigma factor AlgU
PA0763	CDS	mucA		sigma factor AlgU negative regulator MucA
PA0764	CDS	mucB		sigma factor AlgU regulator MucB
PA0765	CDS	mucC		positive regulator for alginate biosynthesis MucC
PA0766	CDS	mucD		serine protease MucD
PA0767	CDS	lepA		elongation factor 4
PA0768	CDS	lepB		signal peptidase I
PA0769	CDS			hypothetical protein
PA0770	CDS	rnc	3.1.26.3	ribonuclease III
PA0771	CDS	era		GTPase Era
PA0772	CDS	recO		DNA repair protein RecO
PA0773	CDS	pdxJ		pyridoxine 5'-phosphate synthase
PA0774	CDS			tRNA (mo5U34)-methyltransferase
PA0775	CDS			tRNA (cmo5U34)-methyltransferase
PA0776	CDS			hypothetical protein
PA0777	CDS			hypothetical protein
PA0778	CDS	icp		inhibitor of cysteine peptidase
PA0779	CDS			ATP-dependent protease
PA0780	CDS	pruR		proline utilization regulator
PA0781	CDS			hypothetical protein
PA0782	CDS	putA	1.2.1.88	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
PA0783	CDS	putP		sodium/proline symporter PutP
PA0784	CDS			transcriptional regulator
PA0785	CDS	azoR1		FMN-dependent NADH-azoreductase AzoR
PA0786	CDS			transporter
PA0787	CDS			hypothetical protein
PA0788	CDS			hypothetical protein
PA0788a	CDS			hypothetical protein
PA0789	CDS			amino acid permease
PA0790	CDS			hypothetical protein
PA0791	CDS			transcriptional regulator
PA0792	CDS	prpD	4.2.1.79	2-methylcitrate dehydratase
PA0793	CDS			hypothetical protein
PA0794	CDS		4.2.1.3	aconitate hydratase
PA0795	CDS	prpC	2.3.3.5	methylcitrate synthase
PA0796	CDS	prpB	4.1.3.30	2-methylisocitrate lyase
PA0797	CDS			transcriptional regulator
PA0798	CDS	pmtA		phospholipid methyltransferase
PA0799	CDS			helicase
PA0800	CDS			hypothetical protein
PA0801	CDS			hypothetical protein
PA0802	CDS			hypothetical protein
PA0803	CDS			hypothetical protein
PA0804	CDS			oxidoreductase
PA0805	CDS			hypothetical protein
PA0806	CDS			hypothetical protein
PA0807	CDS	ampDh3		protein AmpDh3
PA0808	CDS			hypothetical protein
PA0809	CDS			divalent metal cation transporter MntH
PA0810	CDS			haloacid dehalogenase
PA0811	CDS			major facilitator superfamily transporter
PA0812	CDS			hypothetical protein
PA0813	CDS			hypothetical protein
PA0814	CDS			hypothetical protein
PA0815	CDS			transcriptional regulator
PA0816	CDS			transcriptional regulator
PA0817	CDS			ring-cleaving dioxygenase
PA0818	CDS			hypothetical protein
PA0819	CDS			hypothetical protein
PA0820	CDS			hypothetical protein
PA0821	CDS			hypothetical protein
PA0823	CDS			hypothetical protein
PA0824	CDS			hypothetical protein
PA0825	CDS			hypothetical protein
PA0826	CDS			hypothetical protein
PA0827	CDS			hypothetical protein
PA0828	CDS			transcriptional regulator
PA0829	CDS			hydrolase
PA0830	CDS			hypothetical protein
PA0831	CDS	oruR		ornithine utilization transcriptional regulator OruR
PA0832	CDS			hypothetical protein
PA0833	CDS			hypothetical protein
PA0834	CDS			acyltransferase
PA0835	CDS	pta	2.3.1.8	phosphate acetyltransferase
PA0836	CDS	ackA	2.7.2.1	acetate kinase
PA0837	CDS	slyD		peptidyl-prolyl cis-trans isomerase SlyD
PA0838	CDS			glutathione peroxidase
PA0839	CDS			transcriptional regulator
PA0840	CDS			oxidoreductase
PA0841	CDS			hypothetical protein
PA0842	CDS			glycosyl transferase family protein
PA0843	CDS	plcR		phospholipase C accessory protein PlcR
PA0844	CDS	plcH		hemolytic phospholipase C
PA0845	CDS			neutral ceramidase
PA0846	CDS			sulfate transporter CysZ
PA0847	CDS			hypothetical protein
PA0848	CDS			alkyl hydroperoxide reductase
PA0849	CDS	trxB2		thioredoxin reductase
PA0850	CDS			hypothetical protein
PA0851	CDS			hypothetical protein
PA0852	CDS	cbpD		chitin-binding protein CbpD
PA0853	CDS			oxidoreductase
PA0854	CDS	fumC2	4.2.1.2	fumarate hydratase
PA0855	CDS			hypothetical protein
PA0856	CDS			hypothetical protein
PA0857	CDS	bolA		morphogene protein BolA
PA0858	CDS			hypothetical protein
PA0859	CDS			hypothetical protein
PA0860	CDS			ABC transporter ATP-binding protein/permease
PA0861	CDS			hypothetical protein
PA0862	CDS			hypothetical protein
PA0863	CDS			oxidoreductase
PA0864	CDS			transcriptional regulator
PA0865	CDS	hpd		4-hydroxyphenylpyruvate dioxygenase
PA0866	CDS	aroP2		aromatic amino acid transporter AroP
PA0867	CDS	mliC		lysozyme inhibitor
PA0868	CDS			peptidyl-tRNA hydrolase
PA0869	CDS	pbpG		D-alanyl-D-alanine endopeptidase
PA0870	CDS	phhC	2.6.1.57	aromatic amino acid aminotransferase
PA0871	CDS	phhB	4.2.1.96	pterin-4-alpha-carbinolamine dehydratase
PA0872	CDS	phhA	1.14.16.1	phenylalanine 4-monooxygenase
PA0873	CDS	phhR		transcriptional regulator PhhR
PA0874	CDS			hypothetical protein
PA0875	CDS			hypothetical protein
PA0876	CDS			transcriptional regulator
PA0877	CDS			transcriptional regulator
PA0878	CDS			hypothetical protein
PA0879	CDS			acyl-CoA dehydrogenase
PA0880	CDS			ring-cleaving dioxygenase
PA0881	CDS			hypothetical protein
PA0882	CDS			hypothetical protein
PA0883	CDS			acyl-CoA lyase subunit beta
PA0884	CDS			C4-dicarboxylate-binding protein
PA0885	CDS			C4-dicarboxylate transporter
PA0886	CDS			C4-dicarboxylate transporter
PA0887	CDS	acsA	6.2.1.1	acetyl-CoA synthetase
PA0888	CDS	aotJ		arginine/ornithine ABC transporter substrate-binding protein AotJ
PA0889	CDS	aotQ		arginine/ornithine ABC transporter permease AotQ
PA0890	CDS	aotM		arginine/ornithine ABC transporter permease AotM
PA0891	CDS			hypothetical protein
PA0892	CDS	aotP		arginine/ornithine ABC transporter ATP-binding protein AotP
PA0893	CDS	argR		transcriptional regulator ArgR
PA0894	CDS			hypothetical protein
PA0895	CDS	aruC	2.6.1.11	acetylornithine aminotransferase
PA0896	CDS	aruF		arginine N-succinyltransferase subunit alpha
PA0897	CDS	aruG		arginine N-succinyltransferase subunit beta
PA0898	CDS	aruD		N-succinylglutamate 5-semialdehyde dehydrogenase
PA0899	CDS	aruB	3.5.3.23	N-succinylarginine dihydrolase
PA0900	CDS			hypothetical protein
PA0901	CDS	aruE		succinylglutamate desuccinylase
PA0902	CDS			hypothetical protein
PA0903	CDS	alaS	6.1.1.7	alanine--tRNA ligase
PA0904	CDS	lysC	2.7.2.4	aspartokinase
PA0905	CDS	rsmA		carbon storage regulator
PA0905.1	tRNA			tRNA-Ser
PA0905.2	tRNA			tRNA-Arg
PA0905.3	tRNA			tRNA-Arg
PA0906	CDS			transcriptional regulator
PA0907	CDS			hypothetical protein
PA0908	CDS			hypothetical protein
PA0909	CDS			hypothetical protein
PA0910	CDS			hypothetical protein
PA0911	CDS			hypothetical protein
PA0912	CDS			hypothetical protein
PA0913	CDS	mgtE		Mg transporter MgtE
PA0914	CDS			hypothetical protein
PA0915	CDS			hypothetical protein
PA0916	CDS			ribosomal protein S12 methylthiotransferase RimO
PA0917	CDS	kup		potassium transport system protein kup
PA0918	CDS			cytochrome b561
PA0919	CDS			hypothetical protein
PA0920	CDS			hypothetical protein
PA0921	CDS			hypothetical protein
PA0922	CDS			hypothetical protein
PA0922.1	tRNA			tRNA-Met
PA0923	CDS	dinB	2.7.7.7	DNA polymerase IV
PA0924	CDS			hypothetical protein
PA0925	CDS			hypothetical protein
PA0926	CDS			hypothetical protein
PA0927	CDS	ldhA		D-lactate dehydrogenase
PA0928	CDS	gacS		sensor/response regulator hybrid protein
PA0929	CDS			two-component response regulator
PA0930	CDS			two-component sensor
PA0931	CDS	pirA		outer membrane receptor FepA
PA0932	CDS	cysM	2.5.1.47	cysteine synthase B
PA0933	CDS	ygcA		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
PA0934	CDS	relA		GTP pyrophosphokinase
PA0935	CDS		3.6.1.9	nucleoside triphosphate pyrophosphohydrolase
PA0936	CDS	lpxO2		lipopolysaccharide biosynthetic protein LpxO
PA0937	CDS			hypothetical protein
PA0938	CDS			hypothetical protein
PA0939	CDS			hypothetical protein
PA0940	CDS			hypothetical protein
PA0941	CDS			hypothetical protein
PA0942	CDS			transcriptional regulator
PA0943	CDS			hypothetical protein
PA0944	CDS	purN	2.1.2.2	phosphoribosylglycinamide formyltransferase
PA0945	CDS	purM	6.3.3.1	phosphoribosylformylglycinamidine cyclo-ligase
PA0946	CDS			hypothetical protein
PA0947	CDS			DNA replication initiation factor
PA0948	CDS			hypothetical protein
PA0949	CDS	wrbA		NAD(P)H dehydrogenase
PA0950	CDS			arsenate reductase
PA0951	CDS			hypothetical protein
PA0951a	CDS			hypothetical protein
PA0952	CDS			hypothetical protein
PA0953	CDS			thioredoxin
PA0954	CDS		3.6.1.7	acylphosphatase
PA0955	CDS			hypothetical protein
PA0956	CDS	proS	6.1.1.15	proline--tRNA ligase
PA0957	CDS			hypothetical protein
PA0958	CDS	oprD		porin D
PA0959	CDS			hypothetical protein
PA0960	CDS			hypothetical protein
PA0961	CDS			cold-shock protein
PA0962	CDS			DNA-binding stress protein
PA0963	CDS	aspS	6.1.1.12	aspartate--tRNA ligase
PA0964	CDS	pmpR		transcriptional regulator PmpR
PA0965	CDS	ruvC	3.1.22.4	crossover junction endodeoxyribonuclease RuvC
PA0966	CDS	ruvA		Holliday junction ATP-dependent DNA helicase RuvA
PA0967	CDS	ruvB	3.6.1.-	Holliday junction ATP-dependent DNA helicase RuvB
PA0968	CDS			hypothetical protein
PA0969	CDS	tolQ		translocation protein TolQ
PA0970	CDS	tolR		translocation protein TolR
PA0971	CDS	tolA		translocation protein TolA
PA0972	CDS	tolB		translocation protein TolB
PA0973	CDS	oprL		peptidoglycan associated lipoprotein OprL
PA0974	CDS			hypothetical protein
PA0975	CDS			radical activating enzyme
PA0976	CDS			7-cyano-7-deazaguanine synthase
PA0976.1	tRNA			tRNA-Lys
PA0978	CDS			hypothetical protein
PA0979	CDS			hypothetical protein
PA0981	CDS			hypothetical protein
PA0982	CDS			hypothetical protein
PA0983	CDS			hypothetical protein
PA0984	CDS			colicin immunity protein
PA0985	CDS	pyoS5		pyocin S5
PA0986	CDS			hypothetical protein
PA0987	CDS			hypothetical protein
PA0988	CDS			hypothetical protein
PA0989	CDS			hypothetical protein
PA0990	CDS			hypothetical protein
PA0992	CDS	cupC1		fimbrial subunit CupC1
PA0993	CDS	cupC2		chaperone CupC2
PA0994	CDS	cupC3		usher CupC3
PA0995	CDS	ogt		methylated-DNA--protein-cysteine methyltransferase
PA0996	CDS	pqsA		anthranilate--CoA ligase
PA0997	CDS	pqsB		hypothetical protein
PA0998	CDS	pqsC		hypothetical protein
PA0999	CDS	pqsD	2.3.1.180	3-oxoacyl-ACP synthase
PA1000	CDS	pqsE		thioesterase PqsE
PA1001	CDS	phnA	4.1.3.27	anthranilate synthase component I
PA1002	CDS	phnB		anthranilate synthase component II
PA1003	CDS	mvfR		transcriptional regulator MvfR
PA1004	CDS	nadA		quinolinate synthetase
PA1005	CDS			hypothetical protein
PA1006	CDS			hypothetical protein
PA1007	CDS			hypothetical protein
PA1008	CDS	bcp		bacterioferritin comigratory protein
PA1009	CDS			hypothetical protein
PA1010	CDS	dapA		4-hydroxy-tetrahydrodipicolinate synthase
PA1011	CDS			hypothetical protein
PA1012	CDS			hypothetical protein
PA1013	CDS	purC	6.3.2.6	phosphoribosylaminoimidazole-succinocarboxamide synthase
PA1013.1	tRNA			tRNA-Ser
PA1014	CDS			glycosyl transferase family protein
PA1015	CDS			transcriptional regulator
PA1016	CDS			thiolase
PA1017	CDS	pauA		pimeloyl-CoA synthetase
PA1018	CDS			hypothetical protein
PA1019	CDS	mucK		cis,cis-muconate transporter MucK
PA1019a	CDS			thioesterase
PA1020	CDS			acyl-CoA dehydrogenase
PA1021	CDS			enoyl-CoA hydratase
PA1022	CDS			acyl-CoA dehydrogenase
PA1023	CDS			short-chain dehydrogenase
PA1024	CDS			nitronate monooxygenase
PA1025	CDS			porin
PA1026	CDS			hypothetical protein
PA1027	CDS			aldehyde dehydrogenase
PA1028	CDS			oxidoreductase
PA1030	CDS			hypothetical protein
PA1031	CDS			DNA recombination protein RmuC
PA1032	CDS	quiP		acyl-homoserine lactone acylase QuiP
PA1033	CDS			glutathione S-transferase
PA1034	CDS			hypothetical protein
PA1035	CDS			hypothetical protein
PA1036	CDS			hypothetical protein
PA1037	CDS			hypothetical protein
PA1038	CDS			hypothetical protein
PA1039	CDS			hypothetical protein
PA1040	CDS			hypothetical protein
PA1041	CDS			hypothetical protein
PA1042	CDS			hypothetical protein
PA1043	CDS			hypothetical protein
PA1044	CDS			hypothetical protein
PA1045	CDS			ATP-dependent DNA helicase DinG
PA1046	CDS			hypothetical protein
PA1047	CDS			esterase
PA1048	CDS			hypothetical protein
PA1049	CDS	pdxH	1.4.3.5	pyridoxine/pyridoxamine 5'-phosphate oxidase
PA1050	CDS			hypothetical protein
PA1051	CDS			transporter
PA1052	CDS			hypothetical protein
PA1052a	CDS			hypothetical protein
PA1053	CDS			hypothetical protein
PA1054	CDS			monovalent cation/H+ antiporter subunit A
PA1055	CDS			monovalent cation/H+ antiporter subunit C
PA1056	CDS			monovalent cation/H+ antiporter subunit D
PA1057	CDS			monovalent cation/H+ antiporter subunit E
PA1058	CDS			monovalent cation/H+ antiporter subunit F
PA1059	CDS			monovalent cation/H+ antiporter subunit G
PA1060	CDS			hypothetical protein
PA1061	CDS			hypothetical protein
PA1062	CDS			hypothetical protein
PA1063	CDS			hypothetical protein
PA1064	CDS			hypothetical protein
PA1065	CDS			hypothetical protein
PA1066	CDS			short-chain dehydrogenase
PA1067	CDS			transcriptional regulator
PA1068	CDS			heat shock protein
